1 -1000
0,298
0,296
0,295
0,295
0,294
0,288
0,291
0,289
0,282
0,291
0,292
0,293
0,294
0,294
0,293
0,293
0,292
0,291
0,291
0,291
0,291
0,292
0,290
0,288
0,288
0,287
0,287
0,287
0,287
0,288
0,288
0,283
0,281
0,285
0,288
0,287
0,288
0,285
0,282
0,278
0,275
0,277
0,275
0,275
0,275
0,273
0,278
0,282
0,281
0,284
0,283
0,283
0,282
0,283
0,283
0,282
0,281
0,281
0,281
0,282
0,281
0,282
0,281
0,280
0,280
0,280
0,280
0,281
0,280
0,280
0,280
0,282
0,282
0,283
0,282
0,283
0,283
0,284
0,283
0,283
0,281
0,281
0,282
0,283
0,284
0,284
0,284
0,285
0,284
0,284
0,284
0,285
0,287
0,288
0,290
0,291
0,292
0,292
0,292
0,293
0,292
0,293
0,293
0,294
0,295
0,294
0,295
0,297
0,297
0,296
0,297
0,297
0,297
0,297
0,297
0,297
0,297
0,297
0,297
0,297
0,297
0,297
0,297
0,297
0,297
0,297
0,297
0,297
0,297
0,297
0,298
0,298
0,298
0,298
0,297
0,297
0,297
0,297
0,297
0,297
0,296
0,295
0,295
0,295
0,296
0,296
0,296
0,296
0,296
0,295
0,296
0,295
0,295
0,295
0,296
0,296
0,296
0,296
0,296
0,296
0,296
0,296
0,295
0,294
0,294
0,294
0,294
0,294
0,295
0,296
0,297
0,297
0,296
0,295
0,295
0,294
0,294
0,293
0,293
0,293
0,293
0,292
0,292
0,291
0,292
0,292
0,292
0,291
0,292
0,291
0,291
0,291
0,291
0,291
0,291
0,291
0,291
0,290
0,290
0,290
0,289
0,289
0,289
0,289
0,289
0,289
0,288
0,287
0,286
0,284
0,283
0,284
0,284
0,284
0,285
0,284
0,288
0,286
0,287
0,290
0,291
0,292
0,293
0,292
0,293
0,297
0,297
0,297
0,296
0,296
0,295
0,296
0,296
0,297
0,298
0,299
0,299
0,299
0,299
0,300
0,300
0,300
0,300
0,300
0,300
0,300
0,300
0,300
0,301
0,301
0,301
0,302
0,302
0,302
0,302
0,302
0,302
0,303
0,303
0,303
0,303
0,304
0,306
0,306
0,305
0,305
0,304
0,304
0,304
0,303
0,303
0,303
0,303
0,303
0,304
0,304
0,304
0,304
0,303
0,303
0,302
0,302
0,302
0,302
0,302
0,302
0,303
0,302
0,301
0,302
0,301
0,301
0,301
0,300
0,301
0,301
0,301
0,302
0,302
0,302
0,302
0,301
0,301
0,299
0,299
0,297
0,296
0,294
0,293
0,293
0,294
0,293
0,293
0,293
0,293
0,292
0,292
0,292
0,291
0,290
0,290
0,292
0,293
0,293
0,294
0,291
0,291
0,292
0,293
0,294
0,295
0,295
0,296
0,297
0,297
0,297
0,297
0,298
0,298
0,298
0,298
0,298
0,298
0,298
0,298
0,298
0,298
0,298
0,297
0,296
0,295
0,294
0,294
0,294
0,294
0,293
0,292
0,292
0,292
0,292
0,293
0,294
0,296
0,296
